city,name_chinese,name_english,address,category_2,category_1,number
Los Angeles,聚豐園,PANDA INN,1000 Universal City Plaza #V1,RESTAURANTS-CHINESE FOOD,餐飲食品,818-487-6889
La Palma,聚豐園,PANDA INN,2 Centerpointe Dr.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-522-6082
Pasadena,聚豐園,PANDA INN,3488 E. Foothill Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-793-7300
Norwalk,山王大飯店,PANDA KING CHINESE RESTAURANT,11556 E. Imperial Hwy.,RESTAURANTS-CHINESE FOOD,餐飲食品,562-868-8948
El Cajon,富麗雅,PANDA VALLEY,1142 E. Main St,RESTAURANTS-CHINESE FOOD,餐飲食品,619-579-9988
Hacienda Hts.,好味道,PANLINE CHINESE RESTAURANT,15852 Halliburton Rd.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-333-1733
San Gabriel,巴黎PARIS音樂餐廳,PARIS,717 S. San Gabriel Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-780-2568
ARCADIA,蘭桂坊,PARK AVENUE CHINESE CUISINE,855 S. BALDWIN AVE,RESTAURANTS-CHINESE FOOD,餐飲食品,626-445-3700
Los Angeles,寶記飯店,PAUL'S KITCHEN,1012 S. San Pedro St.,RESTAURANTS-CHINESE FOOD,餐飲食品,213-749-5004
Monterey Park,來來餃子館,PEARL'S RESTAURANT,644 W. Garvey Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-284-2761
Downey,北京餐廳,PEKING CHINA RESTAURANT,11039 Downey Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,562-869-2607
Chino Hills,新天地,PEKING DELI ASIAN FOOD,4183 Chino Hills Pkwy. #FG,RESTAURANTS-CHINESE FOOD,餐飲食品,909-393-0359
Walnut,新天地,PEKING DELI ASIAN FOOD,1247 N. Grand Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,909-594-5899
Garden Grove,北京飯店,PEKING GOURMET CHINESE RESTAURANT,9092 Garden Grove Bl. #A,RESTAURANTS-CHINESE FOOD,餐飲食品,714-539-5301
Westminster,北京小館,PEKING RESTAURANT,8566 Westmister Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-893-3020
Cerritos,華國酒家,PEKING WOK,11203 E. 183rd St.,RESTAURANTS-CHINESE FOOD,餐飲食品,562-860-6068
Torrance,孫家園,PETER'S PLACE CHINESE RESTAURANT,23816 Crenshaw Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,310-539-6058
S. Pasadena,鳳城美食坊,PHOENIX FOOD BOUTIQUE,456 Fair Oaks Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-403-1828
Arcadia,鳳城美食坊,PHOENIX FOOD BOUTIQUE,1108 S. Baldwin Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-446-7668
Alhambra,鳳城美食坊,PHOENIX FOOD BOUTIQUE,31 E. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-284-2388
San Gabriel,鳳城美食坊,PHOENIX FOOD BOUTIQUE,712 W. Las Tunas Dr.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-289-9888
City of Industry,鳳城美食坊,PHOENIX FOOD BOUTIQUE,17575 E. Colima Rd.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-965-2288
Rowland Hts.,鳳城美食坊,PHOENIX FOOD BOUTIQUE,1709 Nogales St.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-810-8988
Rowland Hts.,鳳城美食坊,PHOENIX FOOD BOUTIQUE,18166 Colima Rd.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-299-1238
Alhambra,鳳城甜品,PHOENIX INN CHINESE CUISINE,220 E. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-299-1918
Los Angeles,鳳城菜館,PHOENIX INN CHINESE CUISINE,301 Ord St.,RESTAURANTS-CHINESE FOOD,餐飲食品,213-629-2812
Alhambra,鳳城菜館,PHOENIX INN CHINESE CUISINE,208 E. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-299-1238
Los Angeles,富春樓,PLUM TREE INN,913 N. Broadway,RESTAURANTS-CHINESE FOOD,餐飲食品,213-613-1819
El Monte,楓林飯店,POINT DUME CHINESE FOOD,4768 N.Peck Rd.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-401-2188
Los Angeles,騰龍閣,POINT DUME RESTAURANT,4366 Fountain Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,323-663-1078
Cerritos,樂宮海鮮酒樓,PRINCE SEAFOOD RESTAURANT,11828 South St.,RESTAURANTS-CHINESE FOOD,餐飲食品,562-809-1812
Lomita,鴻星魚翅海鮮酒家,PV PALACE SEAFOOD RESTAURANT,2166 Pacific Coast Hwy.,RESTAURANTS-CHINESE FOOD,餐飲食品,310-326-3228
Rowland Hts.,陽春麵之家,Q NOODLE HOUSE,18930 E. Gale Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-810-5108
El Monte,齊魯苑,QI LU RESTAURANT,10632 Lowler Azusa Rd,RESTAURANTS-CHINESE FOOD,餐飲食品,626-575-1989
Monterey Park,青島麵館,QING DAO BREAD FOOD,301 N. Garfield Ave. #G,RESTAURANTS-CHINESE FOOD,餐飲食品,626-312-6978
San Gabriel,京津咱家菜,TIANJIN BISTRO,534 E. Valley Bl. #8,RESTAURANTS-CHINESE FOOD,餐飲食品,626-288-9966
Rosemead,天天菜館,TIN TIN RESTAURANT,7621 E. Garvey Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-573-1983
Rowland Hts,帥鍋,TING TING KING INC - HANDSOME POT,18438 Colima Dr.#14,RESTAURANTS-CHINESE FOOD,餐飲食品,626-203-7469;626-616-8567
Alhambra,上島海鮮酒家,TOP ISLAND SEAFOOD RESTAURANT,740 E. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-300-9898
Rowland Hts.,臭豆腐大王,TOSU KING,18414 E. Colima Rd. #S-2,RESTAURANTS-CHINESE FOOD,餐飲食品,626-964-6250
Covina,東昇海鮮酒家,TOWN SENT SEAFOOD RESTAURANT,1069 W. San Bernardino Rd.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-915-8982
Santa Ana,潮洲粿條餐室,TRIEU CHAU RESTAURANT,4401-4403 W. 1st St.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-775-1536
Los Angeles,雙龍餐館,TWIN DRAGON RESTAURANT,8597 W. Pico Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,323-655-9805
Alhambra,U2 庸記燒臘小廚,U2 B.B.Q.,1200 E. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-282-0122
Los Angeles,國賓飯店,V.I.P. CHINESE RESTAURANT,705 1/2 S. Western Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,213-389-8532
Artesia,國賓飯店,V.I.P. CHINESE RESTAURANT,17720 Pioneer Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,562-809-0080
Walnut,核桃園,WALNUT TREE CHINESE RESTAURANT,382 S. Lemon Ave. #A,RESTAURANTS-CHINESE FOOD,餐飲食品,909-595-6026
San Gabriel,草地人,WAN CHUN TAIWANESE FOOD,819 W. Las Tunas Dr.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-284-6031
SAN GABRIEL,王興記,WANG XING JI,140 W. VALLEY BL. #211,RESTAURANTS-CHINESE FOOD,餐飲食品,626-307-1188
Monrovia,龍鳳樓,WANG'S PALACE,120 E. Lemon St.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-303-3701
Lake Forest,和膳,WAZEN,22641 Lake Forest Dr. #B7,RESTAURANTS-CHINESE FOOD,餐飲食品,949-855-8330
Fountain Valley,小魏川菜,WEI'S CHINESE RESTAURANT,17046 Magnolia St.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-842-9778
San Gabriel,止渴解饞,WHY THIRSTY,7248 N. Rosemead Bl,RESTAURANTS-CHINESE FOOD,餐飲食品,626-292-5858
Yorba Linda,榮園小館,WING'S CHINESE RESTAURANT,18553 Yorba Linda Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-777-2453
Alhambra,上海小吃,WOK  & NOODLE,828 W. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-588-2284
Monterey Park,哇哇叫干鍋火鍋,WOK BBQ,910 E. Garvey Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-307-7176
Diamond Bar,,WOK CHINESE FAST FOOD,1247 S. Diamond Bar Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,909-860-2614
Los Angeles,,WOK INN RESTAURANT,201 N. Los Angeles St.,RESTAURANTS-CHINESE FOOD,餐飲食品,213-613-0738
Los Angeles,旺角酒家,WON KOK RESTAURANT,20810 Alpine St.,RESTAURANTS-CHINESE FOOD,餐飲食品,213-613-0700
Temple City,旺旺小廚,WON WON KITCHEN,9461 Las Tunas Dr.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-287-5500
N. Hill,萬德福餐館,WONDERFUL HOUSE,16952 Parthenia St.,RESTAURANTS-CHINESE FOOD,餐飲食品,818-894-0893
San Bernardino,,WONG'S KITCHEN,2150 N. East St.,RESTAURANTS-CHINESE FOOD,餐飲食品,909-883-5414
Garden Grove,樂園酒家,WONG'S RESTAURANT,10642 Westminster Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-537-4920
W. Covina,世界海鮮自助餐,WORLD BUFFET,1003 S. Glendora Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-338-5273
City of Industry,味道天下,WORLD HOTPOT,18009 Gale Ave,RESTAURANTS-CHINESE FOOD,餐飲食品,626-810-6676
San Gabriel,湘味樓,XIANG WEI LOU RESTAURANT,227 W. Valley Bl. #118A,RESTAURANTS-CHINESE FOOD,餐飲食品,626-289-2276
Rosemead,新寶美食城,XIN BAO RESTAURANT,7940 E. Garvey Ave. #108-109,RESTAURANTS-CHINESE FOOD,餐飲食品,626-288-8718
Pasadena,怡園飯店,YANG CHOW RESTAURANT,3777 E. Colorado Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-432-4538
Los Angeles,怡園飯店,YANG CHOW RESTAURANT,819 N. Broadway,RESTAURANTS-CHINESE FOOD,餐飲食品,213-625-0811
Canoga Park,怡園飯店,YANG CHOW RESTAURANT,6443 Topanga Canyon Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,818-347-2610
Ontario,長江餐廳,YANGTZE RESTAURANT,126 N. Euclid Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,909-986-8941
Temple City,黃園,YE LOY CHINESE FOOD,9406 Las Tunas Dr.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-287-9025
Los Angeles,余氏餐館,YEE'S CHINESE RESTAURANT,4400 W. Slauson Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,323-295-4224
Orange,燕京飯店,YEN CHING RESTAURANT,574 S. Glassell St.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-997-3300
Rowland Hts.,義美豆漿店,YI-MEI RESTAURANT,1844 Colima Rd. #I,RESTAURANTS-CHINESE FOOD,餐飲食品,626-854-9246
San Gabriel,義美豆漿點心世界,YI-MEI RESTAURANT,608 E. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-280-8568
S. El Monte,阿英快餐,YING'S CHINESE FOOD,1648 Tyler Ave. #G,RESTAURANTS-CHINESE FOOD,餐飲食品,626-350-6800
El Monte,阿英快餐,YING'S CHINESE FOOD,9814 Garvey Ave. #I,RESTAURANTS-CHINESE FOOD,餐飲食品,626-452-1380
Monterey Park,津津有味,YIRAN & GRILL,157 W. Gravey Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-280-1088
Los Angeles,燕京飯店,YOUNG KING RESTAURANT,3100 W. Olympic Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,213-487-6154
Monterey Park,緣味,YOUNIQUE,220 W. Garvey Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-288-8383
San Gabriel,上海豫園,YU GARDEN CHINESE RESTAURANT,107 E. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-569-0855
W. Covina,石頭記,YUM CHA CAFE,987 S. Glendora Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-338-8868
Monterey Park,石頭記,YUM CHA CAFE,421 N. Atlantic Bl. #101,RESTAURANTS-CHINESE FOOD,餐飲食品,626-289-6287
S. El Monte,石頭記,YUM CHA CAFE,2650 Rosemead Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-579-2388
Temple City,QQ 冰果小吃,QUALITY  & QUANTITY KITCHEN,9441-1/2 Las Tunas Dr.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-292-1128
Arcadia,阿凱快餐,QUICK MEAL,153 E. Duarte Rd.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-445-4431
Alhambra,龍之饕,RAYMOND FINE DINING,1 W. Main St.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-289-7938
Arcadia,紅門順銅火鍋,RED DOOR HOT POT,1228 S. Golden West Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-446-6933
Los Angeles,麗晶海鮮酒家,REGENT CHINA INN,739-747 N. Main St.,RESTAURANTS-CHINESE FOOD,餐飲食品,213-680-3333
Rowland Hts.,星８拉麵,ROCK STAR NOODLE BAR & TEA ZONE,17550 E. Colima Rd.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-965-8398
San Gabriel,滾鍋,ROLLING WOK,1609 S. San Gabriel Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-571-5598
Mission Hills,榮記海鮮館,RONG KEE RESTAURANT,15423 Chatsworth St.,RESTAURANTS-CHINESE FOOD,餐飲食品,818-891-1068
Rowland Hts.,滬湘園,ROWLAND PALACE,18900 E. Gale Ave. #A,RESTAURANTS-CHINESE FOOD,餐飲食品,626-854-6686
San Gabriel,皇廚快餐店,ROYAL CHEF EXPRESS,127 S. San Gabriel Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-376-8410
Irvine,三禾燒腊海鮮麵家,S.W. BAR-B-Q SEAFOOD RESTAURANT,5406 Walnut Ave. #A,RESTAURANTS-CHINESE FOOD,餐飲食品,949-262-0128
San Gabriel,香港三和燒臘麵家,SAM WOO B.B.Q. RESTAURANT,140 W. Valley Bl. #107,RESTAURANTS-CHINESE FOOD,餐飲食品,626-572-8418
Los Angeles,香港三和(良記)燒腊麵家,SAM WOO B.B.Q. RESTAURANT,803-807 N. Broadway,RESTAURANTS-CHINESE FOOD,餐飲食品,213-687-7238
Alhambra,香港三和燒臘麵家,SAM WOO B.B.Q. RESTAURANT,514 W. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-281-0038
Cerritos,三和燒臘海鮮酒家,SAM WOO BAR B.Q. SEAFOOD,19008 Pioneer Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,562-865-7278
San Gabriel,三和,SAM WOO BBQ,937 E. Las Tunas Dr. #C,RESTAURANTS-CHINESE FOOD,餐飲食品,626-286-3118
Van Nuys,三和燒臘麵家,SAM WOO RESTAURANT,6450 Sepulveda Bl. #G,RESTAURANTS-CHINESE FOOD,餐飲食品,818-988-6813
Irvine,三和海鮮酒樓,SAM WOO SEAFOOD RESTAURANT,15333 Culver Dr. #720,RESTAURANTS-CHINESE FOOD,餐飲食品,949-262-0688
Los Angeles,三和海鮮酒家,SAM WOO SEAFOOD RESTAURANT,728 N. Hill St. #215,RESTAURANTS-CHINESE FOOD,餐飲食品,213-680-7836
S. El Monte,萬民燒臘麵家,SAM'S CHINESE B.B.Q. RESTAURAN,9624 E.Garvey Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-442-7389
Gardena,海皇海鮮酒家,SEA EMPRESS SEAFOOD RESTAURANT,1636 W. Redondo Beach Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,310-538-6868
Garden Grove,海景閣,SEA FOOD COVE #1 CHINESE RESTAURANT,8547 Westminster Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-895-7964
Westminster,海鮮閣,SEA FOOD PARADISE,8602 Westminster Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-893-6066
Rosemead,海港海鮮大酒樓,SEA HARBOUR SEAFOOD RESTAURANT,3939 N. Rosemead Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-288-3939
Torrance,海濱漁村,SEA SHORE CHINESE RESTAURANT,5137-39 Calle Mayor,RESTAURANTS-CHINESE FOOD,餐飲食品,310-373-0751
Anaheim,韓江大酒樓,SEAFOOD KINGDOM CHINESE RESTAURANT,9802 Katella Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-636-0398
Westminster,海鮮皇酒家,SEAFOOD PALACE,6731 Westminster Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-891-1131
Anaheim,海鮮帝酒家,SEAFOOD PLACE CHINESE RESTAURANT,420 S. Brookhurst St.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-638-7020
Torrance,海鮮港,SEAFOOD PORT RESTAURANT,21180 Hawthorne Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,310-370-8478
Rowland Hts.,泮溪海鮮酒家,SEAFOOD RESTAURANT,19101 E. Colima Rd.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-854-9829
Diamond Bar,泮溪海鮮酒家,SEAFOOD RESTAURANT,225 Gentle Spring Ln.,RESTAURANTS-CHINESE FOOD,餐飲食品,909-860-6339
Torrance,海鮮樓,SEAFOOD TOWN RESTAURANT,22922 Hawthorne Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,310-378-0785
Temple City,避風塘潮粵海鮮酒家,SEAFOOD VILLAGE RESTAURANT,9669 Las Tunas Dr.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-286-2299
Rowland Hts.,潮樓潮粵海鮮酒家,SEAFOOD VILLAGE RESTAURANT,1463 S. Nogales St. #A,RESTAURANTS-CHINESE FOOD,餐飲食品,626-913-2338
Monterey Park,避風塘潮粵海鮮酒家,SEAFOOD VILLAGE RESTAURANT,684 W. Garvey Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-289-0088
San Gabriel,上民美食,SHANG MING RESTAURANT,301 W. Valley Bl. #110,RESTAURANTS-CHINESE FOOD,餐飲食品,626-282-5953
Los Angeles,上海鑽石園,SHANGHAI DIAMOND GARDEN,9401 W. Pico Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,310-553-0998
San Gabriel,上海聚福樓,SHANGHAI KITCHEN,140 W. Valley Bl. #212,RESTAURANTS-CHINESE FOOD,餐飲食品,626-288-0991
San Gabriel,上海一號,SHANGHAI NO.1 SEAFOOD VILLAGE,250 W. Valley Bl.#M,RESTAURANTS-CHINESE FOOD,餐飲食品,626-282-1777
Torrance,上海匯豐園餐廳,SHANGHAI PALACE RESTAURANT,2880 Pacific Coast Hwy.,RESTAURANTS-CHINESE FOOD,餐飲食品,310-539-1838
Newport Beach,上海松園,SHANGHAI PINE GARDEN,300 Marine Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,949-673-3802
Artesia,江南春,SHANGHAI STYLE RESTAURANT,18311 S. Pioneer Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,562-916-0091
Alhambra,上海村,SHANGHAI VILLAGE RESTAURANT,1281 E. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-282-8878
Alhambra,上海有發飯店,SHANGHAI YAU FAT RESTAURANT,1721 W. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-282-8634
Rosemead,陜西名吃,SHANGXI GOURMET,8518 E. Valley Bl. #102,RESTAURANTS-CHINESE FOOD,餐飲食品,626-288-9886
Arcadia,,SHAWN CAFE,1220 S. Baldwin Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-821-0566
San Gabriel,河仙越南餐館,SHENGJI NOODLE HOUSE,529 E. Valley Bl. #178A,RESTAURANTS-CHINESE FOOD,餐飲食品,626-288-1896
Tustin,鑫園,SHENWEN,13816 Red Hill Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-505-9070
San Gabriel,東北酒家,SHENYANG RESTAURANT,137 S. San Gabriel Bl. #A,RESTAURANTS-CHINESE FOOD,餐飲食品,626-292-5758
Monterey Park,蜀風園,SHU FENG GARDEN,639 W. Garvey Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-576-9088
Monterey Park,一口福,LU DUMPLING HOUSE,330 N. Garfield Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-307-2700
Monterey Park,一口福,LU DUMPLING HOUSE,153 E. Garvey Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-307-5700
San Gabriel,台北盧記鴛鴦麻辣火鍋,LU GI RESTAURANT,708 E. Las Tunas Dr. #B,RESTAURANTS-CHINESE FOOD,餐飲食品,626-309-9582
San Gabriel,台北盧記鴛鴦麻辣火鍋,LU GI RESTAURANT,539 W. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-457-5111
Westminster,祿鼎記,LUC DINH KY RESTAURANT,9812 Bolsa Ave. #100,RESTAURANTS-CHINESE FOOD,餐飲食品,714-839-6813
Carson,好運,LUCKY CHINA MADARIN RESTAURANT,248 E. Carson St.,RESTAURANTS-CHINESE FOOD,餐飲食品,310-835-9237
Garden Grove,雅敘園,LUCKY CHINESE RESTAURANT,9730 Garden Grove Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-530-1311
Los Angeles,新新新燒臘,LUCKY DELI,706 N. Broadway,RESTAURANTS-CHINESE FOOD,餐飲食品,213-625-7847
Alhambra,金凱旋宮,LUNASIA CHINESE CUISINE,500 W. Main St. #A,RESTAURANTS-CHINESE FOOD,餐飲食品,626-308-3222
Rowland Hts.,小陸子清粥店,LU'S GARDEN RESTAURANT,17829 Colima Rd.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-964-5709
San Gabriel,小陸子清粥店,LU'S GARDEN RESTAURANT,534 E. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-280-5883
Arcadia,小陸子清粥店,LU'S GARDEN RESTAURANT,921 Baldwin Ave. #G&H,RESTAURANTS-CHINESE FOOD,餐飲食品,626-445-7662
San Gabriel,潤豐元餃子店,LUSCIOUS DUMPLINGS,704 W. Las Tunas. #E4,RESTAURANTS-CHINESE FOOD,餐飲食品,626-282-8695
Hacienda Hts.,金葫蘆燻醬滷味,LYDIA  KITCHEN,16409 Colima Rd.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-961-0789
Monterey Park,魚米之鄉海鮮酒家,LYL GARDEN RESTAURANT,500 W. Garvey Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-289-8329
Brea,吉祥樓,MAGIC WOK,1010 E. Imperial Hwy. #B4,RESTAURANTS-CHINESE FOOD,餐飲食品,714-990-8883
Glendale,林園,MAGIC WOK CHINESE RESTAURANT,3313 N. Verdugo Rd.,RESTAURANTS-CHINESE FOOD,餐飲食品,818-957-1919
Los Angeles,,MAGIC WORK EXPRESS,515 Washington Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,310-578-1644
Hacienda Hts.,馬蘭拉麵,MALAN NOODLES,2020 S. Hacienda Bl. #B,RESTAURANTS-CHINESE FOOD,餐飲食品,626-369-5602
Alhambra,媽媽家,MAMA'S KITCHEN,1308 E. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-289-8984
Los Angeles,上海菜館,MANDARIN CHATEAU,970 N.Broadway #114,RESTAURANTS-CHINESE FOOD,餐飲食品,213-625-1195
Arcadia,祿源村,MANDARIN CHEF CHINESE SEAFOOD,516 E. Live Oaks Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-445-9354
Northridge,玉堂餃子館,MANDARIN DELI RESTAURANT,9305 Reseda Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,818-993-0122
Monterey Park,真好吃,MANDARIN DELI RESTAURANT,728 S. Atlantic Bl. #102,RESTAURANTS-CHINESE FOOD,餐飲食品,626-289-2891
Monterey Park,玉堂餃子館,MANDARIN NOODLE HOUSE,701 W. Garvey Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-570-9795
Fullerton,喜來登餐廳,MANDARIN PALACE,1645 W. Orangethorpe Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-680-4707
Fountain Valley,中華餐館,MANDARIN RESTAURANT,18420 Brookhurst St.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-962-5789
Diamond Bar,川湘園,MANDARIN TASTE RESTAURANT,23391 E. Golden Springs Dr.,RESTAURANTS-CHINESE FOOD,餐飲食品,909-861-1819
Anaheim Hills,川湘園,MANDARIN TASTE RESTAURANT,5555 E. Santa Ana Canyon Rd.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-974-8889
Tarzana,喜臨門飯店,MANDARIN TIGER,18900 Ventura Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,818-345-0151
Chino Hills,奇諾崗小廚,MANDARINE BISTRO,14230 Chino Hills Pkwy. #A,RESTAURANTS-CHINESE FOOD,餐飲食品,909-627-8928
Rowland Hts.,龍抄手,MANIE'S RESTAURANT GROUP INC.,18438 Colima Rd. #106,RESTAURANTS-CHINESE FOOD,餐飲食品,626-810-7818
Anaheim,馬家清真館,MAS' ISLAMIC RESTAURANT,601 E. Orangethorpe Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-446-9553
Los Angeles,食為先海鮮館,MASTER CHEF RESTAURANT,937 N. Hill St.,RESTAURANTS-CHINESE FOOD,餐飲食品,213-687-3638
Los Angeles,美香海鮮酒家,MAY FLOWER SEAFOOD RESTAURANT,679 N. Spring St.,RESTAURANTS-CHINESE FOOD,餐飲食品,213-628-0116
Arcadia,美味居,MAY MEI RESTAURANT,639 W. Duarte Rd.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-574-1318
Arcadia,千味小吃,MAY'S CAFE,31 E. Duarte Rd.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-574-8368
San Gabriel,上海梅龍鎮,MEI LONG VILLAGE RESTAURANT,301 W. Valley Bl. #112-113,RESTAURANTS-CHINESE FOOD,餐飲食品,626-284-4769
Rowland Hts.,風味海鮮,MICHAEL'S CAJUN  SEAFOOD,19705 Colima Rd. #5,RESTAURANTS-CHINESE FOOD,餐飲食品,909-594-1889
San Gabriel,,MILK & HONEY,534 E. Valley Bl. #1,RESTAURANTS-CHINESE FOOD,餐飲食品,626-927-9133
Artesia,,MILK & HONEY,11622 1/2 South St,RESTAURANTS-CHINESE FOOD,餐飲食品,562-809-1088
Diamond Bar,咪咪屋,MIMI'S HOUSE,333 S. Diamond Bar Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,909-860-7989
Monterey Park,閩東菜館,MIN EAST RESTAURANT,127 N.Garfield Ave. #Y,RESTAURANTS-CHINESE FOOD,餐飲食品,626-280-8713
Bellflower,大明飯店,MING'S RESTAURANT,17812 . Bellflower Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,562-867-2600
Alhambra,明華麵館,MING-WA NOODLE HOUSE,1227 W.Valley Bl. #105,RESTAURANTS-CHINESE FOOD,餐飲食品,626-458-8338
San Gabriel,御珍樓,MISSION 261 SEAFOOD‧DIM SUM‧BANQUET,261 S. Mission Dr.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-588-1666
San Gabriel,蒙羊火鍋城,MON LAND HOT POT CITY,251 W. Bencamp St. #C,RESTAURANTS-CHINESE FOOD,餐飲食品,626-289-4889
